userId	movieId	rating	review
786032724	12966	4.5	caprio ['] s   best   movie ,     ( yet )
337392760	2985	5.0	make   sure   you   go   to   the   bathroom   before   watching ,    lest   you   wet   yourself   and   the   couch .
337392760	2463	4.0	really   cute   movie .       good   one   to   put   in   the   dvd   player   in   the   back   of   the   navigator
337392760	11077	3.5	funny ,    but   not   as   good   as   the   first   one .
337392760	7521	3.0	funnyish .    it   is   what   it   is .       better   when   drunk .
337392760	5991	0.5	comic   books   are   gay   and   movies   about   comic   books   are   gayer .
337392760	1962	2.0	depressing
475717929	3962	5.0	first   childrens   movie   that   didn ['] t   bore   me   to   death   or   the   first   that   i   actually   watched   without   falling   alseep   and   atleast   there   a   freaking   message    / point   to   it .
475717929	17324	5.0	good   movie
475717929	1905	5.0	depp   rocks   the   world
475717929	5239	4.0	pretty   ok    .  .  .
475717929	3938	2.5	ha    ,    ha    ,    ha    ,  ,  ,  ,  ,    not    !
627864566	1220	5.0	i   loved   this   movie !  !  !  !
627864566	2372	4.0	love   it !  !  !  !
627864566	2186	2.5	this   time   is   different ,       i   liked   the   second   one   better .
627864566	4262	4.0	johnny   depp   need   i   say   more ?
627864566	11663	3.5	like   i   said   be4   the   horror   films   like   scream   and   final   destination   are   just   wore   out !
347524119	10583	3.0	i   expected   it   to   be   better ,    but   i   still   love   jack   black    -    who   doesn ['] t ?  !
347524119	3463	4.0	great !  !
347524119	2463	5.0	i   loved   it !
347524119	1905	5.0	my   favorite   movie   for   the   longest   time !  !  !    johnny   depp   is   so   freakin   hott !  !  !  !  !
347524119	8989	3.5	makes   me   dance !
347524119	3860	3.5	it   had   a   lot   of   funny   scenes   and   a   good   message .    i   give   it   an   a .
38081652	2457	5.0	awww .  . romantic   movies   is   so   me   too .    u   gotta   also   luv   the   hottie   chad !    he ['] s   awesome
38081652	11077	5.0	love   this   movie   to   death .  .    it [']  ; s   so   funny !  !
38081652	7664	3.0	already   saw   it .  .  . not   that   great
38081652	5239	5.0	already   seen   it .    loved   it   but   chris   rock   died   in   it    :  (    sad .  .  .  .
38081652	10928	5.0	wanna   see   it .  .  . lol   jim   carrey ['] s   funny
38081652	6235	5.0	aw .  .  .  .  . another   romantic   sad   movie   lol .  .  . it ['] s   my   fav   of   all   times .  . u   gota   love   shane   west !    he ['] s   smokin
505167878	5814	3.0	this   movie   makes   you   think   twice   about   having   your   film   developed   again !       thank   god   for   digital   cameras !
505167878	2779	0.5	stupid ,    should   have   not   made   a   movie   out   of   a   dr .    suess   book !
505167878	10198	4.0	love   it .  .  .    too   cute   a   parrott   that   thinks   it ['] s   a   dog !
505167878	14999	4.5	i   lived   in   florida   when   this   was   going   on .       wanna   talk   about   the   men   being   scared   to   pick   up   women   in   real   life !       great   job   charlize !
505167878	6687	4.0	we   used   this   movie   as   a   threat   to   our   niece .  .    she   calls   this   movei   dar   lucy .       other   then   that   great   graphics   and   good   movie .  .
380298578	2463	5.0	family   always   works   so   well   together   rather   than   apart !
380298578	16879	3.5	i   was   obcessed   with   this   as   a   terrnage !
380298578	3864	5.0	amazing    .  .  .    we   loved   this   one !
380298578	16790	1.5	again ,    not   a   jim   carrey   fan    .  .  .
380298578	1905	5.0	awesome !
380298578	3938	4.5	very   funny ,    but   not   good   for   kids .    way   too   innappropriate
380298578	16969	3.0	good ,    but   so   very   very   dark   and   twisted !
380298578	6235	5.0	a   good   christian   girl   wins   the   heart   of   a   guy   who   really   is   good   on   the   inside .  .  .    rawk   on   for   sticking   to   her   morals !
200296520	5317	2.0	my   favorite   part   was   shatner .
200296520	6400	4.0	very   entertaining .
200296520	14869	4.5	absolutely   stunning .    not   for   evreyone ,    but   a   well   made   futuristic   film - noir   about   what   it   means   to   be   truly   human .    great   philosophical   themes ,    and   a   very   interesting   ending .    highly   reccomended .
200296520	14691	3.5	groud - breaking   movie .    great   story ,    wonderfully   made .    innovative   special   effects   and   cinematography   give   this   movie   a   great   place   in   my   view   movie   history .    a   figh   scene   will   never   ever   be   done   the   same   thanks   to   the   matrix . looses   points   for   keanu ['] s    " whoah "    which   made   me   burst   out   laughing   in   the   theatre .    highly   reccomended .
200296520	2985	2.0	see   american   pie .
200296520	11077	2.0	see   american   pie .
200296520	1905	4.5	the   most   swashbluckingest   movie   ever .
200296520	15058	1.0	this   is   a   real   movie ?    wow .  .  .    they ['] ll   make   anything .  .  .
200296520	468	2.5	sequel .    ugh .    intesne ,    but   come   on .
200296520	9628	4.0	pretty   much   the   greatest   movie   ever   made .
200296520	10451	3.0	it   was   alright .  .  . i   understand   the   themes   and   everything   but   it   really   wasn ['] t   all   that   wonbderful .
200296520	14574	1.0	you ['] ve   got   mail .    it   reads    " would   you   like   to   enlarge   your   man - ness ?    send   your   credit   card   and   bank   account   information   to .  .  .  "
200296520	6350	3.5	it   was   pretty   fun .    christ   tucker   is   annoying ,    but   i ['] m   pretty   sure   jackie   chan   is   one   of   the   best   evertainers   in   the   world   today .
200296520	14215	2.5	better   than   day   after   tomorrow ,    but   not   by   much .       lens   cap ?  !  ?  !    lenscap !  ?  !  ?  !    you ['] ve   got   to   be   kidding .  .  .    plus   marks   for   cool   effects   at   atmospehere .    doesn ['] t   make   up   for   bad   acting ,    story ,    or   general   crummyness .
200296520	13402	3.5	he   should   have   larned   to   let   go   of   his   hate .
200296520	13102	2.0	girls   this   is   a   movie   for   girls   about   sexy   girls   who   don ['] t   take   no   shit   from   guys   and   because   liquor   is   the   coolest   they   are   also   the   coolest   because   they   own   a   bar .    i   know ,    right ?  !  ?  !
200296520	5515	4.0	earns   it   four   stars .    not   so   much   about   the   characters ,    but   about   the   situation   of   losing   control   of   the   nuclear   arms   race .    peter   sellers   is   priceless .    highly   reccomended .
200296520	6029	3.5	it   was   nice .     ( what   more   can   i   say ?  )
200296520	2874	3.5	you   sit   on   a   throne   of   lies .
826060054	14203	4.5	goffy   and   silly , but   val   kimer ,    tommy   lee   jones ,    and   jim   carrey   made   this   film   watchable .
826060054	14050	5.0	one   of   the   greatest   classics   of   all   time !
826060054	2779	3.5	alright   for   a   seuss   movie .    the   humor   was   a   bit   too   crude   for   a   pg   movie .
826060054	17692	5.0	a   really   great   movie .    even   though   the   film   came   out   with   a   sucky   sequel .  .  . this   film   was   clever .       all   the   actors   in   this   film   did   a   really   good   job   on   this   film .    i   think   rowan   aktinson   did   the   best   job   on   this   movie .       overall , this   moviue   was   clever    &    funny   as   the   sequel   was   dull    &    sucky .
826060054	13417	4.0	not   as   good   as   the   first   two ,    but   still   watchable .
826060054	10198	3.5	werid   but   funny .
826060054	9628	5.0	great   star   wars   movie .    not   the   best   but   still   very   good .          the   movie   was   a   great   ending   to   one   of   the   gratest   sagas   ever .  .  . star   wars !
826060054	10421	3.0	um .  .  . lol .  .  . i   think .
826060054	15062	5.0	awsome   movie !    i   also   love   the   soundtrack !    always   liked   this   better   than    [']  ['] hairspray [']  [']     ( but   that ['] s   a   good   movie ,    too .  )
826060054	13488	4.5	i   used   to   have   this   movie   on   dvd .    but   i   lost   the   disc .     * sigh *    i   loved   this   movie .
826060054	8086	4.5	this   was   surprisnly   a   really   great   and   funny   movie .    tobey   maguire   did   a   great   job   doing   the   voice   of   lou .    the   cgi   in   this   movie   was   ok .    overall ,    this   movie   is   great .
826060054	11696	5.0	swwwwwwwwwwwwwet !
826060054	7636	5.0	my   favorite   american   tail   movie !
826060054	1267	5.0	it ['] s   like   the   first   one .  .  . but   better .
826060054	295	3.5	not   as   good   but   still   funny .
826060054	14571	5.0	one   of   the   very   few   sequels   i ['] ve   seen   that ['] s   as   good   as   the   origianal .
826060054	5582	4.5	my   3rd   favorite   out   of   the   entire   saga !
826060054	16178	0.5	expected   more   from   a   batman   movie .
826060054	12349	5.0	awsome   movie !    bob   hoskins   and   john   leguzamo   are   great   playing   mario    &    luigi .
826060054	16441	3.5	it ['] s   good .  .  . but   not   the   best   in   the   series .
559972621	5705	3.5	very   good .
559972621	1220	3.5	a   very   good   and   sad   movie .
559972621	551	3.0	very   cute   and   funny .
559972621	3463	3.5	love   it .    i   like   all   movies   based   on   shakespere   plays .
559972621	14584	4.0	a   very   funny   movie .    i   love   south   park   and   the   movie   is   better   than   most   of   the   episodes .
559972621	16790	4.0	you ['] re   a   mean   one ,    mr .    grinch .
559972621	15853	2.5	alright
559972621	10928	4.0	these   movies   are   very   funny .
559972621	11171	2.0	i   can ['] t   remember   much   of   it ,    but   it   was   alright .
559972621	13894	2.5	a   good   and   sad   movie
559972621	17479	4.0	this   movie   scares   me   a   lot   sometimes .    she   is   just   too   creepy .
559972621	12881	4.0	love   it ,    although   the   end   is   sad .
559972621	2186	4.0	a   good   action   movie .
559972621	3962	3.5	a   very   cute   movie .    i   love   the   pelicans .    mine !
559972621	16469	3.5	i   haven ['] t   seen   this   one   in   a   while .
559972621	5243	3.5	a   very   good   movie .
559972621	1962	4.0	a   funny   and   cute   movie .
559972621	6844	4.5	a   great   movie .    i   think   the   second   one   is   better ,    but   they   have   completely   different   story   lines .
559972621	9254	3.0	haven ['] t   seen   this   one   in   a   long   time .
559972621	8038	3.5	a   classic .
559972621	17714	3.5	love   it .
559972621	13524	4.5	probably   the   best   jennifer   lopez   movie .    most   of   her   movies   aren ['] t   very   good .
559972621	6961	4.5	too   funny .
559972621	17293	4.5	love   it
559972621	1073	2.0	it ['] s   alright
559972621	14618	3.0	good   movie
559972621	1518	2.0	cute   movie .
559972621	4972	3.5	i   can ['] t   remember   much   of   this   movie ,    but   i   know   i   liked   it .
559972621	15078	3.5	very   good .
559972621	3579	5.0	i   love   this   movie .    i   still   remember   the   first   time   i   saw   it .    the   whole   day   was   planned   out   and   i   remember   every   detail   of   it .
202766602	14660	4.0	hahaha   i   definitely   remember   this !    this   adam   sandler   is   super   funny
202766602	6350	3.5	as   usual .  .    love   jackie ['] s   movie .  .    although   chris   tucker   voice   is   irritating ,    he ['] s   still   funny
202766602	6329	4.0	classic !  !  !
202766602	9882	4.5	i   simply   love   this   movie   and   the   chemistry   of   bruce   willis   and   milla .    fifth   element   rawks !  !
202766602	11999	4.0	totally   funny !  !    cool   and   must   watch !
191174344	7664	5.0	one   of   the   best   movies   of   all   time .    finally   a   movie   with   good   aeffects ,    good   story   line   and   good   fight   scenes .    really   id   like   to   know   how   it   can   get   better .
191174344	11337	3.0	amazingly   funny   and   yet   amazingly   disturbing   all   at   the   same   time .
191174344	7032	2.5	one   quarter   funny ,    one   half   disturbing ,    and   one   quarter   just   plain   sad .
191174344	1905	4.0	quite   a   good   show   yet   amazingly   pointless .
191174344	17479	3.0	for   being   a   horror   movie   i   found   it   surprisingly   pathetic   at   being   scary   but   amazingly   disturbing   none   the   less .
232322768	940	4.0	this   came   out   on   my   bday   how   could   i   not   like   it ?  ?  ?
232322768	13610	5.0	tobey   macguire   is   amazingly   hot   in   this   movie .
232322768	7664	2.5	i ['] ve   seen   part   of   it
232322768	16879	3.5	kinda   long
232322768	3860	5.0	funny   movie   a   must - have
232322768	11781	5.0	* sigh *    indie .  .  .
232322768	10168	5.0	loved   it
491850202	14050	4.0	heres   the   one   i   like !  !  !  !    the   other   one   was   just   wierd !  !  !
491850202	3463	4.0	omg   i   wanna   see   this   soo   freakin   bad .  .  .    i   read   the   book   but   i   haven ['] t   seen   the   movie
491850202	2463	3.5	this   is   a   kiddy   movie ,    and   the   plot   wasnt [']    too   great   but   u   havta   admit .  .  .  .  .
491850202	14103	4.0	we   all   need   a   soppy   hopeless   romantic   love   story   to   eat   ice   cream   and   cry   over !  !  !
491850202	758	5.0	omg   an   absolute   must   see   for   everyone !  !  !  !    it ['] s   frekian   halarious   and   will   have   you   laughing   the   entire   time !  !  !  !
491850202	11999	4.0	lol   this   movie   was   soo   funny !  !    rotfl
60809906	2913	3.5	johnny   depp   is   wonderful ,    as   ever .    i   hadn ['] t   previously   realised   how   much   kate   winslet   can   remind   me   of   julie   andrews   in   full - on   mary   poppins   mode .    there ['] s   not   really   much   plot ,    and   it ['] s   all   a   bit   obvious   in   place    ( she   coughs   significantly ,    therefore   she ['] s   gonna   die )    but   generally   watchable .
60809906	2465	5.0	painfully   accurately   observed ,    and   very   very   funny .     ['] it ['] s   not   a   big   college   town [']     -    priceless .
60809906	3533	3.0	next   time   some   supposedly   intelligent   thirty -    or   forty - something   tells   me   i   have   to   see    ['] the   bit   where   the   puppets   have   sex   cos   it ['] s   the   funniest   thing   ever [']  ,    i   think   i ['] ll   spew .    some   funny   bits ,    some   crass   bits ,    would   have   been   better   with   a   sharper   and   more   focused   satirical   edge .    reminds   me   of   mel   brooks   movies   in   that   way .
60809906	3938	4.0	good ,    but   not   as   good   as   the   first   one ,    nor   as   good   as   most   of   pixar ['] s   output .    will   date   quickly ,    methinks .
60809906	15953	3.0	funny - ish .    some   nice   nods   to   genre   sci - fi   conventions ,    but   nothing   special .
60809906	14670	3.0	not   tim   burton ['] s   worst ,    but   not   as   good   as   it   should   have   been .    i   wouldn ['] t      want   to   see   it   again .
60809906	11696	4.0	this   is   funny   because   it   is   a   very   accurate   parody   of   all   that ['] s   ridiculous   about   tv   sci - fi .    but   it ['] s   not   just   a   string   of   jokes :    it   has   a   story   and   characters   all   of   its   own .
60809906	9463	5.0	more   miyazaki   genius .    i   wish   there   had   been   films   as   good   as   this   when   i   was   a   kid !
60809906	3593	4.5	it ['] s   got   a   cat - bus !    aimed   at   a   younger   audience   than   usual   for   miyazaki ,    but   still   intensely   beautiful   and   atmospheric .    and   with   a   cat - bus    ( i   just   like   writing   that !  )  .
60809906	7664	4.0	actually   rather   good .    crowe   does    ['] quiet   spoken   man   of   honour   on   a   mission [']    pretty   well ,    and   the   visuals   are   great .
60809906	2554	4.0	he ['] s   a   transvestite ,    transexual ,    transylvanian !    how   cool   is   that !
60809906	3414	3.0	the   best   thing   about   this   is   the   songwriting .
60809906	4056	1.0	hopeless .    the   usually   great   tim   burton   gets   completely   lost   in   a   labyrinth   of   bad   acting ,    plot   holes   big   enough   for   a   herd   of   wild   horses   to   stampede   through   and   the   worst   twist   ending   ever .    one   redeeming   feature :    helena   bonham   carter   is   cute   in   a   chimp   suit    -    rawr .
60809906	7509	2.0	pierce   brosnan   started   so   well    -    goldeneye   was   the   best   bond   since   connery    -    but   this   is   a   mess   with   no   real   plot   and ,    unforgiveably ,    really   cheap   looking   sfx .    a   sad   farewell   to   the   second   best   bond .
60809906	3446	5.0	utter   genius .
60809906	2430	4.0	the   prototype   of   all   sci - fi   horror ,    and   still   the   best .
584085184	15887	2.5	ok
584085184	3962	2.0	funny   but   crap
584085184	7499	5.0	great   movie
584085184	15107	4.5	great   movie
584085184	11337	3.0	don ['] t   like   porn   type   things   but   funny
584085184	5793	3.5	vampires   would   win
584085184	2992	5.0	dude !  !  !  !  !  !  !  !
584085184	10928	5.0	ha   letruis
584085184	4753	1.5	achuuuuuu ,    what ?
584085184	3320	2.5	could   have   done   better
584085184	14528	1.5	shit
584085184	12997	3.5	not   bad   at   all
249154646	2463	4.5	tres   good   also
249154646	16879	4.5	i   saw   it   when   i   was   10   and   i   loved   it !  !  !    is   that   so   wrong ?  ?
249154646	6287	2.0	whatever
249154646	7521	0.5	oh   god
249154646	1962	2.0	despise   adam   sandler   and   his   rob   schneider   friend
249154646	17479	3.5	it   scared   me   so !    a   very   good   horror   film
402019089	10358	3.0	rubbish   compared   to   the   first   one   but   still   good
402019089	5020	5.0	a   really   funny   film .       make   so   much   fun   out   of   mi6 !
402019089	2463	5.0	amazing   animation .       it   is   an   awesome   movie   and   the   game   is   good   as   well .  .  .  .  !
402019089	15107	5.0	the   best   con   movie   ever !  !  !  !  !  !  !  !  !
402019089	4310	4.0	evily   good !
821243840	3824	4.0	depp   at   his   best
821243840	12355	0.5	waist   of   my   time
821243840	4831	4.0	don ['] t   know   if   this   is   considered   a   b   movie ,    but   it   is   great   anyhow
821243840	10282	0.5	crap   crap   crap   crap   crap
821243840	16765	4.0	what   can   i   say ,    but   woo   can   do .
470712858	11077	4.5	great   movie !  !  !  !    humor   is   priceless
470712858	7032	1.5	mike   myers   great   acting   by   beyounce   horrible
470712858	3938	4.5	awesome   movie   great   for   children   and   even   entertaining   for   adults
470712858	3860	5.0	this   movie   is   the   greatest   there   are   no   words   to   describe   it
470712858	15063	3.5	funny   but   yet   cheesey   the   face   looks   to   fake   to   be   real   for   people   to   think   that
725363733	15471	2.0	the   whole   movie   is   in   a   friggin   phone   booth !
725363733	11771	3.5	strange   movie .
725363733	9728	3.5	strange   movie
725363733	12785	4.5	good   movie ,    and   interesting   plot ,    leads   seamlessly   to   the   second   one .
46375525	16113	2.0	i   like   the   first   one   better .
46375525	6329	4.0	johnny   depp   is   amazin   in   this   1990   movie .       of   course   tim   burton   style   is   very   notable   in   this   movie .       i   love   it .
46375525	4330	3.0	it ['] s   a   good   movie .    onbviously   a   chick   flick .
46375525	6287	5.0	julia   robert   is   amazing   in   this   movie .       it ['] s   a   classic .       richard   gere   and   julia   roberts   have   an   amazing   chemistry .
46375525	8989	4.0	i ['] ve   always   loved   this   movie ,    mostly   because   of   the   dancing    ( specially   ballet )    and   also   beacuse   of   the   story .
46375525	5807	3.5	is   a   good   movie .    watchable .
46375525	3533	2.5	funny ,    but   stupid   also .    i   really   don ['] t   like   these   types   os   movies .
46375525	406	4.0	great   movie !  !  !
46375525	5991	3.0	i   liked   the   colors .
298501686	3962	4.5	this   is   just   cute   and   funny   at   times .    it ['] s   really   good .
298501686	2457	3.5	it ['] s   alright ,    i ['] m   not   much   of   a   hilary   duff   fan ,    but   chad   michael   murray   is   a   different   story .
298501686	3463	4.0	i   love   this   movie ,    it ['] s   cute   but   not   sappy .
298501686	2463	4.0	amazing   graphics ,    and   the   classic   good   vs .    bad   stuff .    it ['] s   good .
298501686	3938	3.5	it   was   alright ,    funny ,    but   definetly   doesn ['] t   beat   number   1
298501686	758	3.5	this   movie   is   entertaining ,    but   the   end   is   kind   of   wierd   or   rushed   i   guess .  .  /
781801055	8904	4.0	amazing   screenplay   by   matt   damon    &    ben   affleck .       lots   of   warm ,    earnest   moments   between   individuals   looking   to   heal   themselves .       robin   williams   is   phenomenal .
781801055	12293	4.0	stands   the   test   of   time   very   well -  - it ['] s   easy   to   see   why   this   is   a   classic .       manages   to   both   humanize   the   mob    &    make   me   extremely   scared   of   them   at   the   same   time .
781801055	9442	1.5	vin   diesel   bulks   up   for   another   badass   role ,    but   he   instead   comes   off   as   rather   unlikeable .       the   sci - fi   scenery   is   impressive ,    but   the   dialogue   and   paper - thin   plot   are   not .       way   too   dark   to   tell   what ['] s   going   on .
781801055	14482	3.0	a   nice   thinking   movie   with   plenty   of   room   for   interpretation .       brad   pitt   does   the   psycho   lunatic   schtick   pretty   well .       underrated .
781801055	13894	4.0	tom   hanks   once   again   displays   his   dedication   through   both   his   physical   transformation   and   acting   prowess .       even   in   isolation ,    he   crafts   another   memorable   character   in   an   oscar - worthy   performance .       but   what   was   in   the   fed - ex   package ?
781801055	6235	3.5	call   me   a   sap - it   gets   me   every   time .
781801055	1719	4.0	wes   anderson   works   magic   with   this   ensemble   cast .       what ['] s   not   to   like -  - an   egotistical ,    pirate - hunting   bill   murray ,    willem   dafoe   as   an   insecure   german   caricature   and   the   final   slo - mo ,    jaguar   shark   encounter   set   to   a   sigur   ros   symphony .       wonderful   color   palette   and   oddball   humor .
781801055	3624	4.0	painstakingly   shows   how   colonization   shatters   lives ,    families   and   entire   cultures .       ken   watanabe   is   pure   brilliance .
781801055	4345	4.5	the   best   of   moore ['] s   documentaries .       what   an   excellent   exploration   into   america ['] s   fascination   with   gun   culture   and   violence .       charlton   heston   and   dick   clark   are   jerks .
781801055	872	4.0	it ['] s   rare   that   a   film   is   actually   an   archetype ,    but   aspects   of   this   movie   may   be   found   in   nearly   every   production   today .       kurosawa ['] s   groundbreaking   storytelling   and   the   emotion   and   depth   of   each   individual   character   carry   the   film   straight   through   it ['] s   208   minute   run   time .       with   themes   of   forbidden   love ,    honor ,    redemption ,    acceptance ,    duty   and   great   social   chasms ,    what ['] s   not   to   enjoy ?       epic   in   every   sense   of   the   word .
781801055	1176	3.5	guillermo   del   toro   is   a   true   wizard   with   cinematic   imagery .       magic   realism   on   camera   at   its   near - finest .       great   companion   piece   to   pan ['] s   labyrinth .
781801055	12084	4.5	in   the   words   of   a   friend ,     "    kaufman   and      jonze   tooooogetherrrr   agaiiinnnn !  "       the   genius   of   it   all   makes   me   want   to   watch   it   again   and   again   until   my   brain   turns   into   mush   and   pours   out   of   my   ears .    brilliant ,    brilliant   writing ,    acting   and   nic   cage   x2 .       kaufman   was   robbed   of   what   should   have   been   his   first   oscar .
781801055	7509	2.5	pierce   brosnan ['] s   last   hurrah   as   james   bond   can ['] t   stand   the   test   of   time   against   casino   royale .       ice   fortresses ?       cars   that   dodge   missiles   a   la   matrix ?       this   installment   turned   the   franchise   into   a   parody   of   its   once   respectable   self .
781801055	9298	3.0	total   exploding - corpse - o - rama    -  - the   violence   is   gratuitous   and   borders   on   the   distasteful   at   times .       crazy   and   flat - out   bizarre   towards   the   end ,    but   entertaining   nonetheless .
781801055	5991	2.5	stunning   cinematography   and   artistic   direction   don ['] t   make   up   for   the   disconnected   plot .
233887451	3463	5.0	i   love   it .    its   similar   to   what   teens   go   threw   and   with   comedy .
233887451	14691	1.0	it   was   ok .
233887451	6287	3.0	i   love   it   cause   it   gives   hookers   dignity   that   there   not   just   trash   thats   what   the   movie   makes   them   look .
233887451	11337	5.0	its   hilarious
233887451	3579	2.5	i   like   the   first   one   better .
383890077	14691	4.5	reinvented   special   effects .  . wicked   movie
383890077	15107	5.0	what   more   can   you   for   then   many   top   notch   actors         actresses   in   one   movie .       classy !
383890077	14718	4.0	better   then   the   second .
383890077	5154	4.5	own   it .  .    and   love .       satanic .  .  . gives   you   a   sense   there   is   a   greater   power   out   there .
383890077	2178	4.0	screwed   up !    funny   styll .  .  .  .    worth   watching   with   your   homeboys
383890077	7521	4.0	stupid   funny
383890077	12471	3.5	own   this .       it   was   an   alright   movie .
383890077	17479	5.0	scared   the   sht   outta   me   when   she   comes   out   from   the   tv .       gives   me   the   creaps   and   not   a   lot   of   movies   do   that .       not   any   to   be   exact
588131054	985	5.0	best
588131054	17149	5.0	gothika & lt ; 3333333333
588131054	16879	5.0	best   movie   ever    & lt ; 3333
588131054	14780	5.0	beetlt   juice   best   movie   ever    & lt ; 333333333
588131054	14718	5.0	rlly   good   movie    & lt ; 33333333333333
588131054	1073	5.0	good   movie
245682405	7179	5.0	my   favorite   disney   animated   film   of   all   time .
245682405	12966	3.5	i ['] m   not   a   huge   leo   fan ,    but   he   did   a   marvelous   job   playing   a   mentally   ill   genious
245682405	897	3.0	hilarious   dance   scenes
425563588	13610	5.0	my   6   year   old   loves   spiderman .  .  . i   loved   the   graphics .  .  . and   the   excitment   that   this   movie   had   to   offer   my   son .  .  .  . its   great !    i   bought   it   for   him .
425563588	10583	0.5	its   ok .  .  .  . but   not   my   type   of   movie
425563588	5571	1.0	i   will   not   support   anything   that   helps   promote   violence   in   my   home .  .  .  . with   my   4   children .  .  .  .
425563588	10928	4.5	i   would   see   anything   with   jim   carrey
425563588	17479	5.0	i   loved   ring   one    .  .  . not   2
688370471	3151	5.0	i   couldn ['] t   handle   this   movie .  .  .    it   was   too   much   i   loved   it .
688370471	5401	5.0	fun   movie
688370471	7635	5.0	ridiculosly   funny
688370471	3611	5.0	he   did   a   terrific   job   of   protraying   andy   kauffman .  .  . here   i   come   to   save   the   day .  .  .  .
688370471	1144	5.0	movie   and   book   good .       i   love   southern   movies   based   on   the   20 ['] s   and   30 ['] s .
688370471	3860	5.0	jc   all   the   way !
688370471	2095	5.0	i   think   hes   really   great   always   ahead   of   his   time .
588577778	2782	2.0	it   was   okay
588577778	13565	4.5	go   marques !  !  !  !  !  !  !    i   love   the   dance   moves !  !  !  !  !  !  !  !  !
588577778	3414	3.5	i   used   to   love   this   cartoon   movie .  .    it   was   my   favorite   movie   when   i   was   young .  .  .
588577778	17479	5.0	scared   the   heck   out   of   me .  .    lol
588577778	3579	4.5	loved   this   movie
438594816	10583	4.0	i   love   this   movie !    jack   black   is   a   legend   in   this .
438594816	7664	2.0	yeah   i   watched   it   in   social   studies   at   school . prettty   good
438594816	15205	4.0	this   was   sad .  .    i   kept   thinking   of   what   would   happen   if   this   really   did   happen . it   was   really   good   though !
438594816	758	3.0	good   movie !
438594816	10928	1.0	really   dont   like   jim   carey
438594816	1962	5.0	awesome !
759272928	15887	4.0	yay   action   of   killing   that   ultimate   bad   guy .    sweet .
759272928	12355	4.0	the   different   views   of   the   future   never   ceases   to   amuse   me .    this   one   threw   other   ideas   in   the   garbage .
759272928	8636	5.0	more   emotion   shown   towards   lara ['] s   character ,    thank   you   for   not   butchering   the   movie   with   to   much   emotion .
759272928	15582	1.5	ugh ,    chick   flick
759272928	28	4.0	great   artwork .    and   i   honestly   think   everything   about   it   was   good .
785621036	2580	3.0	i   enjoyed   this .    it ['] s   not   intended   to   be   one   of   the   great   all - time   classics ,    but   i   think   it   achieves   what   it   sets   out   to   do ;    it ['] s   a   fun   way   to   spend   a   couple   of   hours .    the   cast   do   a   good   job ,    and   i   particularly   liked   the   well - timed   rugby   tackles .
785621036	16390	3.0	this   is   one   of   those   films   where   they   spend   the   first   half   hour   establishing   the   premise ,    although   you   probably   already   know   what   it   is    ( e . g .    from   the   trailer )  .    so ,    a   bit   of   a   slow   start ,    but   it ['] s   quite   tense   after   that .    i   probably   won ['] t   watch   it   again    ( now   that   i   know   what   happens )  ,    but   it   kept   my   attention .
785621036	17169	3.5	a   lot   of   fun ,    if   you   can   accept   that   it ['] s   fiction ,    and   therefore   not   historically   accurate .
785621036	5020	3.5	i   enjoyed   this :    it   made   me   laugh ,    and   there   was   a   nice   cameo   from   bond    ( string   quartet )  .
785621036	3287	3.5	in   brief ,    i   thought   that   this   was   a   good   film .    however ,    i ['] ve   found   lately   that   i ['] m   more   interested   in   plot / characterisation   than   i   am   in   fight   scenes .    i   still   like   action ,    but   i   prefer   rescues .       i   thought   this   film   had   a   good   plot ,    that   built   strongly   on   the   events   of   the   first   two   films .    and    ( for   once )    i   can   say   that   the   female   nudity   wasn ['] t   gratuitous ,    given   that   the   three   male   actors   portraying   time - travellers   took   their   turn   in   the   previous   films .    however ,    there   was   a   shift   towards   comedy   here ,    and   while   i   found   those   scenes   funny ,    i ['] m   not   sure   that   this   is   the   best   direction   to   take .
785621036	3254	3.5	i   liked   this .    i   would   say   that   this   film   is   to    " spider - man "    as    " angel "    is   to    " buffy "     -    a   bit   darker ,    and   more   mature .    they ['] ve   made   various   changes   from   the   comics    -    most   of   them   i   agreed   with ,    it ['] s   just   one   or   two   that   i   didn ['] t .    and   i   really   liked   the   way   they   handled   his   hyper - senses .    key   tip :    there ['] s   an   extra   scene   in   the   middle   of   the   end   credits .
785621036	14940	2.0	this   was   ok ,    but   not   worth   paying   money   for .    it   took   a   while   to   get   going ,    but   there   were   some   funny   scenes ,    and   some   surprisingly   profound   advice .    overall ,    it ['] s   a   bit   like    " the   goonies "  ,    but   with   older   characters .
785621036	11123	3.0	it   was   fun ,    and   the   adult   characters   were   handled   fairly   well    -    although   they   were   sidelined ,    this   was   due   to   them   being   busy   rather   than   incompetent .       admittedly ,    there   were   a   few   bits   of   expository   dialogue   that   were   very   clunky    (  " my   god ,    it ['] s   x ,    the   trusty   manservant   of   jeff   wayne ,    the   billionaire   former   astronaut   whose   wife   died   in   a   skiing   accident   three   years   ago !  "  )  .    they   reminded   me   of   sluggy ,    with   its    " recap   in   one   breath "    moments .    still ,    i ['] ll   forgive   them   a   lot ,    just   to   see   the   machines   in   live - action ,    which   i   thought   were   very   cool .
